Positive, Negative, Index
25,55,0.3267
26,54,0.33935
27,53,0.35198
28,52,0.36458
29,51,0.37719
30,50,0.38977
31,49,0.40235
32,48,0.4149
33,47,0.42744
34,46,0.43996
35,45,0.45241
36,44,0.46485
37,43,0.47743
38,42,0.49
39,41,0.50254
40,40,0.51505
41,39,0.52754
42,38,0.54001
43,37,0.55248
44,36,0.56491
45,35,0.57736
46,34,0.58978
47,33,0.60219
48,32,0.61459
49,31,0.62693
50,30,0.6393
51,29,0.65171
52,28,0.66408
53,27,0.67642
54,26,0.68876
55,25,0.70107
56,24,0.71336
57,23,0.72565
58,22,0.73794
59,21,0.7502
60,20,0.76244
61,19,0.77466
62,18,0.78688
63,17,0.79907
64,16,0.81124
65,15,0.82339
66,14,0.83551
67,13,0.84761
68,12,0.85969
69,11,0.87173
70,10,0.88374
71,9,0.8957
72,8,0.90763
73,7,0.91951
74,6,0.93134
75,5,0.94306
76,4,0.95468
77,3,0.96618
78,2,0.97757
79,1,0.98884
1,80,0.01473
2,79,0.02862
3,78,0.04209
4,77,0.05537
5,76,0.0685
6,75,0.08153
7,74,0.0945
8,73,0.1074
9,72,0.12025
10,71,0.13307
11,70,0.14584
12,69,0.15859
13,68,0.17128
14,67,0.18398
15,66,0.19664
16,65,0.20928
17,64,0.22187
18,63,0.2345
19,62,0.24709
20,61,0.25966
21,60,0.2722
22,59,0.28473
23,58,0.2972
24,57,0.30972
25,56,0.32225
26,55,0.33475
27,54,0.34722
28,53,0.35967
29,52,0.37212
30,51,0.38456
31,50,0.39697
32,49,0.40938
33,48,0.42176
34,47,0.43414
35,46,0.44647
36,45,0.45875
37,44,0.47111
38,43,0.48354
39,42,0.49594
40,41,0.50831
41,40,0.52065
42,39,0.53298
43,38,0.5453
44,37,0.5576
45,36,0.56988
46,35,0.58217
47,34,0.59444
48,33,0.60669
49,32,0.61892
50,31,0.63111
51,30,0.64336
52,29,0.65561
53,28,0.66782
54,27,0.68001
55,26,0.69219
56,25,0.70436
57,24,0.71648
58,23,0.72864
59,22,0.74078
60,21,0.7529
61,20,0.76498
62,19,0.77707
63,18,0.78914
64,17,0.80118
65,16,0.81321
66,15,0.82522
67,14,0.8372
68,13,0.84916
69,12,0.8611
70,11,0.87301
71,10,0.88487
72,9,0.89671
73,8,0.9085
74,7,0.92026
75,6,0.93195
76,5,0.94354
77,4,0.95504
78,3,0.96643
79,2,0.97772
80,1,0.98891
1,81,0.01443
2,80,0.02811
3,79,0.04138
4,78,0.05446
5,77,0.06742
6,76,0.08027
7,75,0.09307
8,74,0.1058
9,73,0.11847
10,72,0.13112
11,71,0.14372
12,70,0.15631
13,69,0.16884
14,68,0.18137
15,67,0.19388
16,66,0.20636
17,65,0.21878
18,64,0.23125
19,63,0.24368
20,62,0.25609
21,61,0.26848
22,60,0.28086
23,59,0.29318
24,58,0.30552
25,57,0.3179
26,56,0.33025
27,55,0.34257
28,54,0.35488
29,53,0.36716
30,52,0.37946
31,51,0.39172
32,50,0.40398
33,49,0.41622
34,48,0.42845
35,47,0.44064
36,46,0.45279
37,45,0.46494
38,44,0.47722
39,43,0.48948
40,42,0.50171
41,41,0.51391
42,40,0.5261
43,39,0.53828
44,38,0.55044
45,37,0.56257
46,36,0.57472
47,35,0.58685
48,34,0.59897
49,33,0.61107
50,32,0.62313
51,31,0.63519
52,30,0.64731
53,29,0.65939
54,28,0.67146
55,27,0.6835
56,26,0.69554
57,25,0.70755
58,24,0.71954
59,23,0.73156
60,22,0.74355
61,21,0.75552
62,20,0.76746
63,19,0.77941
64,18,0.79134
65,17,0.80324
66,16,0.81513
67,15,0.82699
68,14,0.83884
69,13,0.85067
70,12,0.86247
71,11,0.87424
72,10,0.88598
73,9,0.89768
74,8,0.90935
75,7,0.92098
76,6,0.93254
77,5,0.94401
78,4,0.95539
79,3,0.96668
80,2,0.97788
81,1,0.98898
1,82,0.01414
2,81,0.02761
3,80,0.04068
4,79,0.05358
5,78,0.06636
6,77,0.07904
7,76,0.09166
8,75,0.10422
9,74,0.11674
10,73,0.12922
11,72,0.14165
12,71,0.15408
13,70,0.16645
14,69,0.17882
15,68,0.19116
16,67,0.20349
17,66,0.21577
18,65,0.22806
19,64,0.24035
20,63,0.2526
21,62,0.26484
22,61,0.27707
23,60,0.28925
24,59,0.30142
25,58,0.31365
26,57,0.32585
27,56,0.33802
28,55,0.35018
29,54,0.36232
30,53,0.37446
31,52,0.38658
32,51,0.3987
33,50,0.41079
34,49,0.42288
35,48,0.43494
36,47,0.44696
37,46,0.45895
38,45,0.47104
39,44,0.48316
40,43,0.49525
41,42,0.50732
42,41,0.51937
43,40,0.5314
44,39,0.54343
45,38,0.55544
46,37,0.56743
47,36,0.57943
48,35,0.5914
49,34,0.60338
50,33,0.61532
51,32,0.62723
52,31,0.63919
53,30,0.65115
54,29,0.66308
55,28,0.675
56,27,0.6869
57,26,0.69879
58,25,0.71065
59,24,0.72252
60,23,0.7344
61,22,0.74624
62,21,0.75807
63,20,0.76987
64,19,0.78169
65,18,0.79348
66,17,0.80524
67,16,0.817
68,15,0.82872
69,14,0.84045
70,13,0.85214
71,12,0.86381
72,11,0.87544
73,10,0.88705
74,9,0.89863
75,8,0.91018
76,7,0.92168
77,6,0.93311
78,5,0.94446
79,4,0.95573
80,3,0.96692
81,2,0.97802
82,1,0.98905
1,83,0.01386
2,82,0.02712
3,81,0.04
4,80,0.05272
5,79,0.06532
6,78,0.07783
7,77,0.09028
8,76,0.10268
9,75,0.11503
10,74,0.12735
11,73,0.13962
12,72,0.15189
13,71,0.16412
14,70,0.17632
15,69,0.18851
16,68,0.20069
17,67,0.21281
18,66,0.22495
19,65,0.23708
20,64,0.24919
21,63,0.26128
22,62,0.27336
23,61,0.28539
24,60,0.29741
25,59,0.30949
26,58,0.32154
27,57,0.33357
28,56,0.34559
29,55,0.35758
30,54,0.36957
31,53,0.38156
32,52,0.39353
33,51,0.40548
34,50,0.41743
35,49,0.42936
36,48,0.44124
37,47,0.4531
38,46,0.46498
39,45,0.47698
40,44,0.48894
41,43,0.50087
42,42,0.51278
43,41,0.52468
44,40,0.53657
45,39,0.54845
46,38,0.5603
47,37,0.57216
48,36,0.584
49,35,0.59584
50,34,0.60766
51,33,0.61945
52,32,0.63123
53,31,0.64307
54,30,0.65488
55,29,0.66667
56,28,0.67844
57,27,0.69021
58,26,0.70195
59,25,0.71367
60,24,0.72542
61,23,0.73715
62,22,0.74886
63,21,0.76054
64,20,0.77223
65,19,0.7839
66,18,0.79555
67,17,0.80718
68,16,0.81881
69,15,0.83041
70,14,0.842
71,13,0.85356
72,12,0.8651
73,11,0.87661
74,10,0.88809
75,9,0.89955
76,8,0.91098
77,7,0.92235
78,6,0.93366
79,5,0.94489
80,4,0.95606
81,3,0.96715
82,2,0.97817
83,1,0.98912
1,84,0.01359
2,83,0.02663
3,82,0.03934
4,81,0.05187
5,80,0.0643
6,79,0.07665
7,78,0.08893
8,77,0.10117
9,76,0.11336
10,75,0.12553
11,74,0.13764
12,73,0.14975
13,72,0.16183
14,71,0.17387
15,70,0.18592
16,69,0.19794
17,68,0.20992
18,67,0.2219
19,66,0.23389
20,65,0.24585
21,64,0.25779
22,63,0.26973
23,62,0.28162
24,61,0.29349
25,60,0.30541
26,59,0.31732
27,58,0.32922
28,57,0.34109
29,56,0.35295
30,55,0.36479
31,54,0.37664
32,53,0.38846
33,52,0.40028
34,51,0.41209
35,50,0.42388
36,49,0.43564
37,48,0.44737
38,47,0.45909
39,46,0.47092
40,45,0.48275
41,44,0.49455
42,43,0.50633
43,42,0.5181
44,41,0.52985
45,40,0.5416
46,39,0.55332
47,38,0.56504
48,37,0.57676
49,36,0.58846
50,35,0.60016
51,34,0.61183
52,33,0.62347
53,32,0.63515
54,31,0.64684
55,30,0.65851
56,29,0.67016
57,28,0.6818
58,27,0.69343
59,26,0.70503
60,25,0.71663
61,24,0.72824
62,23,0.73983
63,22,0.75141
64,21,0.76296
65,20,0.77452
66,19,0.78606
67,18,0.79757
68,17,0.80908
69,16,0.82057
70,15,0.83205
71,14,0.84351
72,13,0.85494
73,12,0.86635
74,11,0.87774
75,10,0.88911
76,9,0.90045
77,8,0.91175
78,7,0.923
79,6,0.93419
80,5,0.94531
81,4,0.95637
82,3,0.96737
83,2,0.97831
84,1,0.98919
1,85,0.01332
2,84,0.02616
3,83,0.03869
4,82,0.05104
5,81,0.06331
6,80,0.07549
7,79,0.08762
8,78,0.09969
9,77,0.11173
10,76,0.12374
11,75,0.1357
12,74,0.14765
13,73,0.15958
14,72,0.17148
15,71,0.18338
16,70,0.19525
17,69,0.20708
18,68,0.21891
19,67,0.23076
20,66,0.24258
21,65,0.25438
22,64,0.26617
23,63,0.27793
24,62,0.28966
25,61,0.30141
26,60,0.31319
27,59,0.32495
28,58,0.33668
29,57,0.3484
30,56,0.3601
31,55,0.37181
32,54,0.38351
33,53,0.39518
34,52,0.40686
35,51,0.41852
36,50,0.43015
37,49,0.44175
38,48,0.45334
39,47,0.46498
40,46,0.47669
41,45,0.48836
42,44,0.50001
43,43,0.51165
44,42,0.52327
45,41,0.53488
46,40,0.54649
47,39,0.55807
48,38,0.56966
49,37,0.58123
50,36,0.59281
51,35,0.60436
52,34,0.61588
53,33,0.6274
54,32,0.63896
55,31,0.65051
56,30,0.66204
57,29,0.67355
58,28,0.68507
59,27,0.69656
60,26,0.70802
61,25,0.7195
62,24,0.73098
63,23,0.74244
64,22,0.75388
65,21,0.7653
66,20,0.77673
67,19,0.78814
68,18,0.79953
69,17,0.81092
70,16,0.82229
71,15,0.83365
72,14,0.84497
73,13,0.85628
74,12,0.86757
75,11,0.87885
76,10,0.8901
77,9,0.90132
78,8,0.9125
79,7,0.92363
80,6,0.9347
81,5,0.94572
82,4,0.95668
83,3,0.9676
84,2,0.97845
85,1,0.98925
1,86,0.01305
2,85,0.02569
3,84,0.03805
4,83,0.05023
5,82,0.06233
6,81,0.07435
7,80,0.08632
8,79,0.09824
9,78,0.11012
10,77,0.12198
11,76,0.1338
12,75,0.1456
13,74,0.15738
14,73,0.16913
15,72,0.18088
16,71,0.19261
17,70,0.20431
18,69,0.21599
19,68,0.22769
20,67,0.23937
21,66,0.25102
22,65,0.26268
23,64,0.2743
24,63,0.28589
25,62,0.2975
26,61,0.30914
27,60,0.32076
28,59,0.33236
29,58,0.34395
30,57,0.35551
31,56,0.36709
32,55,0.37865
33,54,0.39019
34,53,0.40173
35,52,0.41326
36,51,0.42477
37,50,0.43624
38,49,0.4477
39,48,0.45918
40,47,0.47074
41,46,0.48229
42,45,0.49382
43,44,0.50533
44,43,0.51683
45,42,0.52831
46,41,0.53979
47,40,0.55124
48,39,0.5627
49,38,0.57415
50,37,0.5856
51,36,0.59703
52,35,0.60843
53,34,0.61982
54,33,0.63124
55,32,0.64267
56,31,0.65408
57,30,0.66548
58,29,0.67686
59,28,0.68824
60,27,0.69959
61,26,0.71093
62,25,0.7223
63,24,0.73364
64,23,0.74498
65,22,0.75628
66,21,0.76759
67,20,0.77889
68,19,0.79018
69,18,0.80145
70,17,0.81272
71,16,0.82396
72,15,0.83518
73,14,0.84639
74,13,0.85758
75,12,0.86876
76,11,0.87992
77,10,0.89106
78,9,0.90216
79,8,0.91322
80,7,0.92423
81,6,0.93519
82,5,0.94611
83,4,0.95698
84,3,0.96781
85,2,0.97859
86,1,0.98932
1,87,0.01279
2,86,0.02523
3,85,0.03742
4,84,0.04944
5,83,0.06136
6,82,0.07323
7,81,0.08505
8,80,0.09681
9,79,0.10854
10,78,0.12025
11,77,0.13192
12,76,0.14358
13,75,0.15522
14,74,0.16682
15,73,0.17843
16,72,0.19002
17,71,0.20158
18,70,0.21312
19,69,0.22468
20,68,0.23622
21,67,0.24774
22,66,0.25926
23,65,0.27075
24,64,0.28221
25,63,0.29367
26,62,0.30517
27,61,0.31666
28,60,0.32812
29,59,0.33958
30,58,0.35101
31,57,0.36245
32,56,0.37388
33,55,0.38529
34,54,0.3967
35,53,0.40811
36,52,0.41949
37,51,0.43084
38,50,0.44217
39,49,0.4535
40,48,0.46492
41,47,0.47634
42,46,0.48774
43,45,0.49913
44,44,0.5105
45,43,0.52185
46,42,0.53321
47,41,0.54454
48,40,0.55588
49,39,0.56721
50,38,0.57852
51,37,0.58984
52,36,0.60113
53,35,0.6124
54,34,0.62367
55,33,0.63498
56,32,0.64628
57,31,0.65756
58,30,0.66882
59,29,0.68008
60,28,0.69132
61,27,0.70255
62,26,0.71378
63,25,0.72502
64,24,0.73624
65,23,0.74744
66,22,0.75862
67,21,0.76981
68,20,0.78099
69,19,0.79215
70,18,0.80331
71,17,0.81445
72,16,0.82557
73,15,0.83667
74,14,0.84777
75,13,0.85885
76,12,0.86991
77,11,0.88096
78,10,0.89198
79,9,0.90296
80,8,0.91391
81,7,0.92481
82,6,0.93567
83,5,0.94649
84,4,0.95728
85,3,0.96802
86,2,0.97872
87,1,0.98938
1,88,0.01254
2,87,0.02478
3,86,0.0368
4,85,0.04866
5,84,0.06042
6,83,0.07213
7,82,0.08379
8,81,0.09541
9,80,0.107
10,79,0.11856
11,78,0.13008
12,77,0.1416
13,76,0.15309
14,75,0.16456
15,74,0.17603
16,73,0.18748
17,72,0.1989
18,71,0.2103
19,70,0.22172
20,69,0.23313
21,68,0.24451
22,67,0.2559
23,66,0.26725
24,65,0.27859
25,64,0.28991
26,63,0.30128
27,62,0.31263
28,61,0.32397
29,60,0.33529
30,59,0.3466
31,58,0.35791
32,57,0.36921
33,56,0.38049
34,55,0.39177
35,54,0.40305
36,53,0.4143
37,52,0.42553
38,51,0.43675
39,50,0.44795
40,49,0.45921
41,48,0.47051
42,47,0.48178
43,46,0.49305
44,45,0.5043
45,44,0.51553
46,43,0.52676
47,42,0.53798
48,41,0.54919
49,40,0.56039
50,39,0.57159
51,38,0.58278
52,37,0.59396
53,36,0.60512
54,35,0.61626
55,34,0.62744
56,33,0.63862
57,32,0.64978
58,31,0.66093
59,30,0.67207
60,29,0.68321
61,28,0.69432
62,27,0.70543
63,26,0.71655
64,25,0.72765
65,24,0.73875
66,23,0.74983
67,22,0.7609
68,21,0.77198
69,20,0.78304
70,19,0.79407
71,18,0.80511
72,17,0.81612
73,16,0.82714
74,15,0.83813
75,14,0.84911
76,13,0.86008
77,12,0.87104
78,11,0.88197
79,10,0.89287
80,9,0.90373
81,8,0.91457
82,7,0.92537
83,6,0.93613
84,5,0.94686
85,4,0.95756
86,3,0.96822
87,2,0.97885
88,1,0.98944
1,89,0.01229
2,88,0.02433
3,87,0.03618
4,86,0.04789
5,85,0.05949
6,84,0.07105
7,83,0.08256
8,82,0.09403
9,81,0.10548
10,80,0.1169
11,79,0.12828
12,78,0.13965
13,77,0.151
14,76,0.16233
15,75,0.17367
16,74,0.18498
17,73,0.19627
18,72,0.20753
19,71,0.21882
20,70,0.23009
21,69,0.24134
22,68,0.2526
23,67,0.26382
24,66,0.27502
25,65,0.28622
26,64,0.29745
27,63,0.30868
28,62,0.31988
29,61,0.33108
30,60,0.34227
31,59,0.35344
32,58,0.36461
33,57,0.37577
34,56,0.38693
35,55,0.39809
36,54,0.40922
37,53,0.42033
38,52,0.43142
39,51,0.4425
40,50,0.4536
41,49,0.46478
42,48,0.47594
43,47,0.48708
44,46,0.49821
45,45,0.50933
46,44,0.52043
47,43,0.53153
48,42,0.54262
49,41,0.5537
50,40,0.56478
51,39,0.57586
52,38,0.58692
53,37,0.59797
54,36,0.60899
55,35,0.62003
56,34,0.63109
57,33,0.64215
58,32,0.65319
59,31,0.66422
60,30,0.67524
61,29,0.68625
62,28,0.69723
63,27,0.70823
64,26,0.71923
65,25,0.73022
66,24,0.74119
67,23,0.75215
68,22,0.76312
69,21,0.77408
70,20,0.78501
71,19,0.79594
72,18,0.80685
73,17,0.81776
74,16,0.82865
75,15,0.83954
76,14,0.85042
77,13,0.86128
78,12,0.87212
79,11,0.88293
80,10,0.89372
81,9,0.90448
82,8,0.91521
83,7,0.92591
84,6,0.93658
85,5,0.94722
86,4,0.95783
87,3,0.96842
88,2,0.97897
89,1,0.9895
1,90,0.01205
2,89,0.02389
3,88,0.03557
4,87,0.04713
5,86,0.05859
6,85,0.06998
7,84,0.08134
8,83,0.09267
9,82,0.10397
10,81,0.11526
11,80,0.1265
12,79,0.13774
13,78,0.14895
14,77,0.16014
15,76,0.17134
16,75,0.18252
17,74,0.19368
18,73,0.20481
19,72,0.21597
20,71,0.2271
21,70,0.23823
22,69,0.24935
23,68,0.26045
24,67,0.27152
25,66,0.28259
26,65,0.29369
27,64,0.30479
28,63,0.31587
29,62,0.32694
30,61,0.33801
31,60,0.34905
32,59,0.3601
33,58,0.37114
34,57,0.38218
35,56,0.3932
36,55,0.40421
37,54,0.4152
38,53,0.42618
39,52,0.43714
40,51,0.44812
41,50,0.45916
42,49,0.4702
43,48,0.48122
44,47,0.49223
45,46,0.50323
46,45,0.51421
47,44,0.5252
48,43,0.53617
49,42,0.54713
50,41,0.5581
51,40,0.56906
52,39,0.58001
53,38,0.59094
54,37,0.60186
55,36,0.61277
56,35,0.62371
57,34,0.63466
58,33,0.64559
59,32,0.6565
60,31,0.66741
61,30,0.67831
62,29,0.68919
63,28,0.70006
64,27,0.71095
65,26,0.72184
66,25,0.73271
67,24,0.74357
68,23,0.75442
69,22,0.76527
70,21,0.7761
71,20,0.78692
72,19,0.79774
73,18,0.80854
74,17,0.81934
75,16,0.83013
76,15,0.84091
77,14,0.85168
78,13,0.86243
79,12,0.87315
80,11,0.88386
81,10,0.89453
82,9,0.90519
83,8,0.91582
84,7,0.92643
85,6,0.93701
86,5,0.94757
87,4,0.9581
88,3,0.96861
89,2,0.9791
90,1,0.98956
1,91,0.01182
2,90,0.02346
3,89,0.03497
4,88,0.04637
5,87,0.05769
6,86,0.06894
7,85,0.08015
8,84,0.09133
9,83,0.10249
10,82,0.11363
11,81,0.12474
12,80,0.13585
13,79,0.14693
14,78,0.15798
15,77,0.16905
16,76,0.1801
17,75,0.19112
18,74,0.20213
19,73,0.21316
20,72,0.22417
21,71,0.23517
22,70,0.24615
23,69,0.25712
24,68,0.26808
25,67,0.27902
26,66,0.28999
27,65,0.30097
28,64,0.31193
29,63,0.32288
30,62,0.33381
31,61,0.34473
32,60,0.35566
33,59,0.36658
34,58,0.3775
35,57,0.38841
36,56,0.39929
37,55,0.41017
38,54,0.42103
39,53,0.43187
40,52,0.44273
41,51,0.45363
42,50,0.46455
43,49,0.47545
44,48,0.48635
45,47,0.49724
46,46,0.50811
47,45,0.51898
48,44,0.52983
49,43,0.54067
50,42,0.55152
51,41,0.56237
52,40,0.57321
53,39,0.58403
54,38,0.59484
55,37,0.60564
56,36,0.61646
57,35,0.62729
58,34,0.63811
59,33,0.64891
60,32,0.65971
61,31,0.6705
62,30,0.68128
63,29,0.69205
64,28,0.70282
65,27,0.71361
66,26,0.72437
67,25,0.73513
68,24,0.74586
69,23,0.75661
70,22,0.76734
71,21,0.77806
72,20,0.78878
73,19,0.79948
74,18,0.81019
75,17,0.82088
76,16,0.83156
77,15,0.84224
78,14,0.85289
79,13,0.86353
80,12,0.87414
81,11,0.88474
82,10,0.89532
83,9,0.90587
84,8,0.91641
85,7,0.92693
86,6,0.93743
87,5,0.9479
88,4,0.95836
89,3,0.9688
90,2,0.97922
91,1,0.98962
1,92,0.01159
2,91,0.02303
3,90,0.03437
4,89,0.04562
5,88,0.05679
6,87,0.0679
7,86,0.07897
8,85,0.09001
9,84,0.10103
10,83,0.11203
11,82,0.12301
12,81,0.13398
13,80,0.14493
14,79,0.15586
15,78,0.16679
16,77,0.1777
17,76,0.1886
18,75,0.19949
19,74,0.21038
20,73,0.22127
21,72,0.23215
22,71,0.24301
23,70,0.25386
24,69,0.26469
25,68,0.27551
26,67,0.28635
27,66,0.2972
28,65,0.30804
29,64,0.31887
30,63,0.32968
31,62,0.34048
32,61,0.35129
33,60,0.3621
34,59,0.37289
35,58,0.38368
36,57,0.39444
37,56,0.4052
38,55,0.41594
39,54,0.42669
40,53,0.43742
41,52,0.4482
42,51,0.459
43,50,0.46979
44,49,0.48057
45,48,0.49133
46,47,0.5021
47,46,0.51285
48,45,0.52359
49,44,0.53432
50,43,0.54507
51,42,0.5558
52,41,0.56653
53,40,0.57724
54,39,0.58794
55,38,0.59863
56,37,0.60932
57,36,0.62004
58,35,0.63075
59,34,0.64145
60,33,0.65215
61,32,0.66283
62,31,0.67351
63,30,0.68417
64,29,0.69483
65,28,0.70551
66,27,0.71617
67,26,0.72682
68,25,0.73745
69,24,0.74809
70,23,0.75872
71,22,0.76934
72,21,0.77996
73,20,0.79057
74,19,0.80118
75,18,0.81178
76,17,0.82237
77,16,0.83294
78,15,0.8435
79,14,0.85405
80,13,0.86458
81,12,0.87509
82,11,0.88558
83,10,0.89607
84,9,0.90653
85,8,0.91698
86,7,0.92741
87,6,0.93783
88,5,0.94823
89,4,0.95861
90,3,0.96898
91,2,0.97934
92,1,0.98968
1,93,0.01136
2,92,0.02261
3,91,0.03378
4,90,0.04487
5,89,0.0559
6,88,0.06687
7,87,0.07781
8,86,0.0887
9,85,0.09958
10,84,0.11044
11,83,0.12129
12,82,0.13213
13,81,0.14295
14,80,0.15376
15,79,0.16457
16,78,0.17535
17,77,0.18612
18,76,0.19687
19,75,0.20764
20,74,0.2184
21,73,0.22916
22,72,0.2399
23,71,0.25062
24,70,0.26133
25,69,0.27204
26,68,0.28276
27,67,0.29349
28,66,0.30421
29,65,0.31491
30,64,0.3256
31,63,0.33629
32,62,0.34699
33,61,0.35768
34,60,0.36835
35,59,0.37902
36,58,0.38967
37,57,0.40032
38,56,0.41095
39,55,0.42157
40,54,0.4322
41,53,0.44284
42,52,0.45353
43,51,0.46421
44,50,0.47487
45,49,0.48553
46,48,0.49618
47,47,0.50682
48,46,0.51745
49,45,0.52807
50,44,0.53871
51,43,0.54933
52,42,0.55994
53,41,0.57054
54,40,0.58113
55,39,0.59172
56,38,0.60231
57,37,0.61291
58,36,0.62351
59,35,0.63411
60,34,0.6447
61,33,0.65528
62,32,0.66585
63,31,0.67641
64,30,0.68696
65,29,0.69753
66,28,0.70809
67,27,0.71863
68,26,0.72917
69,25,0.7397
70,24,0.75024
71,23,0.76077
72,22,0.77129
73,21,0.78181
74,20,0.79232
75,19,0.80282
76,18,0.81331
77,17,0.82379
78,16,0.83425
79,15,0.84471
80,14,0.85515
81,13,0.86557
82,12,0.87599
83,11,0.88639
84,10,0.89678
85,9,0.90716
86,8,0.91752
87,7,0.92788
88,6,0.93822
89,5,0.94854
90,4,0.95886
91,3,0.96916
92,2,0.97945
93,1,0.98973
1,94,0.01114
2,93,0.0222
3,92,0.03319
4,91,0.04412
5,90,0.055
6,89,0.06584
7,88,0.07664
8,87,0.08741
9,86,0.09815
10,85,0.10887
11,84,0.11959
12,83,0.1303
13,82,0.14098
14,81,0.15167
15,80,0.16235
16,79,0.17301
17,78,0.18365
18,77,0.19429
19,76,0.20494
20,75,0.21558
21,74,0.2262
22,73,0.23681
23,72,0.24741
24,71,0.25801
25,70,0.2686
26,69,0.27921
27,68,0.28982
28,67,0.30042
29,66,0.311
30,65,0.32158
31,64,0.33216
32,63,0.34274
33,62,0.35331
34,61,0.36386
35,60,0.37441
36,59,0.38494
37,58,0.39547
38,57,0.40599
39,56,0.41652
40,55,0.42704
41,54,0.43758
42,53,0.44815
43,52,0.45871
44,51,0.46926
45,50,0.47981
46,49,0.49034
47,48,0.50087
48,47,0.51139
49,46,0.52191
50,45,0.53243
51,44,0.54294
52,43,0.55344
53,42,0.56394
54,41,0.57443
55,40,0.58492
56,39,0.5954
57,38,0.60589
58,37,0.61639
59,36,0.62688
60,35,0.63736
61,34,0.64783
62,33,0.6583
63,32,0.66875
64,31,0.6792
65,30,0.68967
66,29,0.70012
67,28,0.71057
68,27,0.72101
69,26,0.73145
70,25,0.74189
71,24,0.75232
72,23,0.76275
73,22,0.77317
74,21,0.78358
75,20,0.79398
76,19,0.80438
77,18,0.81476
78,17,0.82513
79,16,0.8355
80,15,0.84585
81,14,0.85619
82,13,0.86653
83,12,0.87685
84,11,0.88716
85,10,0.89747
86,9,0.90776
87,8,0.91805
88,7,0.92832
89,6,0.93859
90,5,0.94885
91,4,0.9591
92,3,0.96934
93,2,0.97957
94,1,0.98979
1,95,0.01092
2,94,0.02179
3,93,0.0326
4,92,0.04337
5,91,0.0541
6,90,0.0648
7,89,0.07547
8,88,0.08611
9,87,0.09673
10,86,0.10733
11,85,0.11791
12,84,0.12847
13,83,0.13903
14,82,0.14959
15,81,0.16014
16,80,0.17067
17,79,0.18119
18,78,0.19173
19,77,0.20226
20,76,0.21277
21,75,0.22328
22,74,0.23377
23,73,0.24426
24,72,0.25473
25,71,0.2652
26,70,0.27569
27,69,0.28618
28,68,0.29665
29,67,0.30713
30,66,0.3176
31,65,0.32807
32,64,0.33853
33,63,0.34898
34,62,0.35942
35,61,0.36985
36,60,0.38028
37,59,0.3907
38,58,0.40112
39,57,0.41152
40,56,0.42194
41,55,0.43237
42,54,0.44282
43,53,0.45327
44,52,0.46371
45,51,0.47414
46,50,0.48457
47,49,0.49498
48,48,0.50541
49,47,0.51583
50,46,0.52624
51,45,0.53664
52,44,0.54704
53,43,0.55743
54,42,0.56782
55,41,0.57819
56,40,0.58856
57,39,0.59896
58,38,0.60935
59,37,0.61973
60,36,0.63011
61,35,0.64048
62,34,0.65084
63,33,0.66119
64,32,0.67156
65,31,0.68192
66,30,0.69228
67,29,0.70263
68,28,0.71298
69,27,0.72332
70,26,0.73366
71,25,0.744
72,24,0.75432
73,23,0.76464
74,22,0.77495
75,21,0.78526
76,20,0.79556
77,19,0.80584
78,18,0.81613
79,17,0.8264
80,16,0.83667
81,15,0.84693
82,14,0.85718
83,13,0.86743
84,12,0.87767
85,11,0.8879
86,10,0.89812
87,9,0.90834
88,8,0.91855
89,7,0.92876
90,6,0.93895
91,5,0.94914
92,4,0.95933
93,3,0.96951
94,2,0.97968
95,1,0.98984
1,96,0.01071
2,95,0.02138
3,94,0.03202
4,93,0.04262
5,92,0.0532
6,91,0.06375
7,90,0.07429
8,89,0.0848
9,88,0.09529
10,87,0.10576
11,86,0.11623
12,85,0.12667
13,84,0.1371
14,83,0.14753
15,82,0.15794
16,81,0.16834
17,80,0.17876
18,79,0.18917
19,78,0.19957
20,77,0.20996
21,76,0.22034
22,75,0.23072
23,74,0.24109
24,73,0.25145
25,72,0.26183
26,71,0.27221
27,70,0.28258
28,69,0.29294
29,68,0.3033
30,67,0.31365
31,66,0.32399
32,65,0.33433
33,64,0.34466
34,63,0.35499
35,62,0.36531
36,61,0.37562
37,60,0.38593
38,59,0.39625
39,58,0.40657
40,57,0.41688
41,56,0.42721
42,55,0.43756
43,54,0.44789
44,53,0.45822
45,52,0.46855
46,51,0.47887
47,50,0.48918
48,49,0.49949
49,48,0.5098
50,47,0.5201
51,46,0.53039
52,45,0.54068
53,44,0.55096
54,43,0.56124
55,42,0.57151
56,41,0.58181
57,40,0.5921
58,39,0.60238
59,38,0.61266
60,37,0.62294
61,36,0.63321
62,35,0.64348
63,34,0.65375
64,33,0.66401
65,32,0.67428
66,31,0.68454
67,30,0.69479
68,29,0.70504
69,28,0.71528
70,27,0.72552
71,26,0.73575
72,25,0.74598
73,24,0.7562
74,23,0.76641
75,22,0.77662
76,21,0.78683
77,20,0.79703
78,19,0.80722
79,18,0.81741
80,17,0.8276
81,16,0.83778
82,15,0.84795
83,14,0.85812
84,13,0.86829
85,12,0.87845
86,11,0.8886
87,10,0.89875
88,9,0.9089
89,8,0.91904
90,7,0.92917
91,6,0.9393
92,5,0.94943
93,4,0.95955
94,3,0.96967
95,2,0.97979
96,1,0.98989
1,97,0.0105
2,96,0.02098
3,95,0.03144
4,94,0.04187
