Time,Positive,Negative,Value
92,14,59,-4.91142
92,15,58,-4.91142
92,16,57,-4.91142
92,17,56,-4.91142
92,18,55,-4.91142
92,19,54,-4.91142
92,20,53,-4.91142
92,21,52,-4.91142
92,22,51,-4.91142
92,23,50,-4.91142
92,24,49,-4.91142
92,25,48,-4.91142
92,26,47,-4.91142
92,27,46,-4.91142
92,28,45,-4.91142
92,29,44,-4.91142
92,30,43,-4.91142
92,31,42,-4.91142
92,32,41,-4.91142
92,33,40,-4.91142
92,34,39,-4.91142
92,35,38,-4.91142
92,36,37,-4.91142
92,37,36,-4.91142
92,38,35,-4.91142
92,39,34,-4.91142
92,40,33,-4.91142
92,41,32,-4.91142
92,42,31,-4.91142
92,43,30,-4.91142
92,44,29,-4.91142
92,45,28,-4.91142
92,46,27,-4.91142
92,47,26,-4.91142
92,48,25,-4.91142
92,49,24,-4.91142
92,50,23,-4.91142
92,51,22,-4.91142
92,52,21,-4.91142
92,53,20,-4.91142
92,54,19,-4.91142
92,55,18,-4.91142
92,56,17,-4.91142
92,57,16,-4.91142
92,58,15,-4.91142
92,59,14,-4.91142
92,60,13,-4.91142
92,61,12,-4.91142
92,62,11,-4.91142
92,63,10,-4.91142
92,64,9,-4.91142
92,65,8,-4.91142
92,66,7,-4.91142
92,67,6,-4.91142
92,68,5,-4.91142
92,69,4,-4.91142
92,70,3,-4.91142
92,71,2,-4.91142
92,72,1,-4.91142
92,1,73,-4.66254
92,2,72,-4.66254
92,3,71,-4.66254
92,4,70,-4.66254
92,5,69,-4.66254
92,6,68,-4.66254
92,7,67,-4.66254
92,8,66,-4.66254
92,9,65,-4.66254
92,10,64,-4.66254
92,11,63,-4.66254
92,12,62,-4.66254
92,13,61,-4.66254
92,14,60,-4.66254
92,15,59,-4.66254
92,16,58,-4.66254
92,17,57,-4.66254
92,18,56,-4.66254
92,19,55,-4.66254
92,20,54,-4.66254
92,21,53,-4.66254
92,22,52,-4.66254
92,23,51,-4.66254
92,24,50,-4.66254
92,25,49,-4.66254
92,26,48,-4.66254
92,27,47,-4.66254
92,28,46,-4.66254
92,29,45,-4.66254
92,30,44,-4.66254
92,31,43,-4.66254
92,32,42,-4.66254
92,33,41,-4.66254
92,34,40,-4.66254
92,35,39,-4.66254
92,36,38,-4.66254
92,37,37,-4.66254
92,38,36,-4.66254
92,39,35,-4.66254
92,40,34,-4.66254
92,41,33,-4.66254
92,42,32,-4.66254
92,43,31,-4.66254
92,44,30,-4.66254
92,45,29,-4.66254
92,46,28,-4.66254
92,47,27,-4.66254
92,48,26,-4.66254
92,49,25,-4.66254
92,50,24,-4.66254
92,51,23,-4.66254
92,52,22,-4.66254
92,53,21,-4.66254
92,54,20,-4.66254
92,55,19,-4.66254
92,56,18,-4.66254
92,57,17,-4.66254
92,58,16,-4.66254
92,59,15,-4.66254
92,60,14,-4.66254
92,61,13,-4.66254
92,62,12,-4.66254
92,63,11,-4.66254
92,64,10,-4.66254
92,65,9,-4.66254
92,66,8,-4.66254
92,67,7,-4.66254
92,68,6,-4.66254
92,69,5,-4.66254
92,70,4,-4.66254
92,71,3,-4.66254
92,72,2,-4.66254
92,73,1,-4.66254
92,1,74,-4.41535
92,2,73,-4.41535
92,3,72,-4.41535
92,4,71,-4.41535
92,5,70,-4.41535
92,6,69,-4.41535
92,7,68,-4.41535
92,8,67,-4.41535
92,9,66,-4.41535
92,10,65,-4.41535
92,11,64,-4.41535
92,12,63,-4.41535
92,13,62,-4.41535
92,14,61,-4.41535
92,15,60,-4.41535
92,16,59,-4.41535
92,17,58,-4.41535
92,18,57,-4.41535
92,19,56,-4.41535
92,20,55,-4.41535
92,21,54,-4.41535
92,22,53,-4.41535
92,23,52,-4.41535
92,24,51,-4.41535
92,25,50,-4.41535
92,26,49,-4.41535
92,27,48,-4.41535
92,28,47,-4.41535
92,29,46,-4.41535
92,30,45,-4.41535
92,31,44,-4.41535
92,32,43,-4.41535
92,33,42,-4.41535
92,34,41,-4.41535
92,35,40,-4.41535
92,36,39,-4.41535
92,37,38,-4.41535
92,38,37,-4.41535
92,39,36,-4.41535
92,40,35,-4.41535
92,41,34,-4.41535
92,42,33,-4.41535
92,43,32,-4.41535
92,44,31,-4.41535
92,45,30,-4.41535
92,46,29,-4.41535
92,47,28,-4.41535
92,48,27,-4.41535
92,49,26,-4.41535
92,50,25,-4.41535
92,51,24,-4.41535
92,52,23,-4.41535
92,53,22,-4.41535
92,54,21,-4.41535
92,55,20,-4.41535
92,56,19,-4.41535
92,57,18,-4.41535
92,58,17,-4.41535
92,59,16,-4.41535
92,60,15,-4.41535
92,61,14,-4.41535
92,62,13,-4.41535
92,63,12,-4.41535
92,64,11,-4.41535
92,65,10,-4.41535
92,66,9,-4.41535
92,67,8,-4.41535
92,68,7,-4.41535
92,69,6,-4.41535
92,70,5,-4.41535
92,71,4,-4.41535
92,72,3,-4.41535
92,73,2,-4.41535
92,74,1,-4.41535
92,1,75,-4.16981
92,2,74,-4.16981
92,3,73,-4.16981
92,4,72,-4.16981
92,5,71,-4.16981
92,6,70,-4.16981
92,7,69,-4.16981
92,8,68,-4.16981
92,9,67,-4.16981
92,10,66,-4.16981
92,11,65,-4.16981
92,12,64,-4.16981
92,13,63,-4.16981
92,14,62,-4.16981
92,15,61,-4.16981
92,16,60,-4.16981
92,17,59,-4.16981
92,18,58,-4.16981
92,19,57,-4.16981
92,20,56,-4.16981
92,21,55,-4.16981
92,22,54,-4.16981
92,23,53,-4.16981
92,24,52,-4.16981
92,25,51,-4.16981
92,26,50,-4.16981
92,27,49,-4.16981
92,28,48,-4.16981
92,29,47,-4.16981
92,30,46,-4.16981
92,31,45,-4.16981
92,32,44,-4.16981
92,33,43,-4.16981
92,34,42,-4.16981
92,35,41,-4.16981
92,36,40,-4.16981
92,37,39,-4.16981
92,38,38,-4.16981
92,39,37,-4.16981
92,40,36,-4.16981
92,41,35,-4.16981
92,42,34,-4.16981
92,43,33,-4.16981
92,44,32,-4.16981
92,45,31,-4.16981
92,46,30,-4.16981
92,47,29,-4.16981
92,48,28,-4.16981
92,49,27,-4.16981
92,50,26,-4.16981
92,51,25,-4.16981
92,52,24,-4.16981
92,53,23,-4.16981
92,54,22,-4.16981
92,55,21,-4.16981
92,56,20,-4.16981
92,57,19,-4.16981
92,58,18,-4.16981
92,59,17,-4.16981
92,60,16,-4.16981
92,61,15,-4.16981
92,62,14,-4.16981
92,63,13,-4.16981
92,64,12,-4.16981
92,65,11,-4.16981
92,66,10,-4.16981
92,67,9,-4.16981
92,68,8,-4.16981
92,69,7,-4.16981
92,70,6,-4.16981
92,71,5,-4.16981
92,72,4,-4.16981
92,73,3,-4.16981
92,74,2,-4.16981
92,75,1,-4.16981
92,1,76,-3.92589
92,2,75,-3.92589
92,3,74,-3.92589
92,4,73,-3.92589
92,5,72,-3.92589
92,6,71,-3.92589
92,7,70,-3.92589
92,8,69,-3.92589
92,9,68,-3.92589
92,10,67,-3.92589
92,11,66,-3.92589
92,12,65,-3.92589
92,13,64,-3.92589
92,14,63,-3.92589
92,15,62,-3.92589
92,16,61,-3.92589
92,17,60,-3.92589
92,18,59,-3.92589
92,19,58,-3.92589
92,20,57,-3.92589
92,21,56,-3.92589
92,22,55,-3.92589
92,23,54,-3.92589
92,24,53,-3.92589
92,25,52,-3.92589
92,26,51,-3.92589
92,27,50,-3.92589
92,28,49,-3.92589
92,29,48,-3.92589
92,30,47,-3.92589
92,31,46,-3.92589
92,32,45,-3.92589
92,33,44,-3.92589
92,34,43,-3.92589
92,35,42,-3.92589
92,36,41,-3.92589
92,37,40,-3.92589
92,38,39,-3.92589
92,39,38,-3.92589
92,40,37,-3.92589
92,41,36,-3.92589
92,42,35,-3.92589
92,43,34,-3.92589
92,44,33,-3.92589
92,45,32,-3.92589
92,46,31,-3.92589
92,47,30,-3.92589
92,48,29,-3.92589
92,49,28,-3.92589
92,50,27,-3.92589
92,51,26,-3.92589
92,52,25,-3.92589
92,53,24,-3.92589
92,54,23,-3.92589
92,55,22,-3.92589
92,56,21,-3.92589
92,57,20,-3.92589
92,58,19,-3.92589
92,59,18,-3.92589
92,60,17,-3.92589
92,61,16,-3.92589
92,62,15,-3.92589
92,63,14,-3.92589
92,64,13,-3.92589
92,65,12,-3.92589
92,66,11,-3.92589
92,67,10,-3.92589
92,68,9,-3.92589
92,69,8,-3.92589
92,70,7,-3.92589
92,71,6,-3.92589
92,72,5,-3.92589
92,73,4,-3.92589
92,74,3,-3.92589
92,75,2,-3.92589
92,76,1,-3.92589
92,1,77,-3.68355
92,2,76,-3.68355
92,3,75,-3.68355
92,4,74,-3.68355
92,5,73,-3.68355
92,6,72,-3.68355
92,7,71,-3.68355
92,8,70,-3.68355
92,9,69,-3.68355
92,10,68,-3.68355
92,11,67,-3.68355
92,12,66,-3.68355
92,13,65,-3.68355
92,14,64,-3.68355
92,15,63,-3.68355
92,16,62,-3.68355
92,17,61,-3.68355
92,18,60,-3.68355
92,19,59,-3.68355
92,20,58,-3.68355
92,21,57,-3.68355
92,22,56,-3.68355
92,23,55,-3.68355
92,24,54,-3.68355
92,25,53,-3.68355
92,26,52,-3.68355
92,27,51,-3.68355
92,28,50,-3.68355
92,29,49,-3.68355
92,30,48,-3.68355
92,31,47,-3.68355
92,32,46,-3.68355
92,33,45,-3.68355
92,34,44,-3.68355
92,35,43,-3.68355
92,36,42,-3.68355
92,37,41,-3.68355
92,38,40,-3.68355
92,39,39,-3.68355
92,40,38,-3.68355
92,41,37,-3.68355
92,42,36,-3.68355
92,43,35,-3.68355
92,44,34,-3.68355
92,45,33,-3.68355
92,46,32,-3.68355
92,47,31,-3.68355
92,48,30,-3.68355
92,49,29,-3.68355
92,50,28,-3.68355
92,51,27,-3.68355
92,52,26,-3.68355
92,53,25,-3.68355
92,54,24,-3.68355
92,55,23,-3.68355
92,56,22,-3.68355
92,57,21,-3.68355
92,58,20,-3.68355
92,59,19,-3.68355
92,60,18,-3.68355
92,61,17,-3.68355
92,62,16,-3.68355
92,63,15,-3.68355
92,64,14,-3.68355
92,65,13,-3.68355
92,66,12,-3.68355
92,67,11,-3.68355
92,68,10,-3.68355
92,69,9,-3.68355
92,70,8,-3.68355
92,71,7,-3.68355
92,72,6,-3.68355
92,73,5,-3.68355
92,74,4,-3.68355
92,75,3,-3.68355
92,76,2,-3.68355
92,77,1,-3.68355
92,1,78,-3.44278
92,2,77,-3.44278
92,3,76,-3.44278
92,4,75,-3.44278
92,5,74,-3.44278
92,6,73,-3.44278
92,7,72,-3.44278
92,8,71,-3.44278
92,9,70,-3.44278
92,10,69,-3.44278
92,11,68,-3.44278
92,12,67,-3.44278
92,13,66,-3.44278
92,14,65,-3.44278
92,15,64,-3.44278
92,16,63,-3.44278
92,17,62,-3.44278
92,18,61,-3.44278
92,19,60,-3.44278
92,20,59,-3.44278
92,21,58,-3.44278
92,22,57,-3.44278
92,23,56,-3.44278
92,24,55,-3.44278
92,25,54,-3.44278
92,26,53,-3.44278
92,27,52,-3.44278
92,28,51,-3.44278
92,29,50,-3.44278
92,30,49,-3.44278
92,31,48,-3.44278
92,32,47,-3.44278
92,33,46,-3.44278
92,34,45,-3.44278
92,35,44,-3.44278
92,36,43,-3.44278
92,37,42,-3.44278
92,38,41,-3.44278
92,39,40,-3.44278
92,40,39,-3.44278
92,41,38,-3.44278
92,42,37,-3.44278
92,43,36,-3.44278
92,44,35,-3.44278
92,45,34,-3.44278
92,46,33,-3.44278
92,47,32,-3.44278
92,48,31,-3.44278
92,49,30,-3.44278
92,50,29,-3.44278
92,51,28,-3.44278
92,52,27,-3.44278
92,53,26,-3.44278
92,54,25,-3.44278
92,55,24,-3.44278
92,56,23,-3.44278
92,57,22,-3.44278
92,58,21,-3.44278
92,59,20,-3.44278
92,60,19,-3.44278
92,61,18,-3.44278
92,62,17,-3.44278
92,63,16,-3.44278
92,64,15,-3.44278
92,65,14,-3.44278
92,66,13,-3.44278
92,67,12,-3.44278
92,68,11,-3.44278
92,69,10,-3.44278
92,70,9,-3.44278
92,71,8,-3.44278
92,72,7,-3.44278
92,73,6,-3.44278
92,74,5,-3.44278
92,75,4,-3.44278
92,76,3,-3.44278
92,77,2,-3.44278
92,78,1,-3.44278
92,1,79,-3.20354
92,2,78,-3.20354
92,3,77,-3.20354
92,4,76,-3.20354
92,5,75,-3.20354
92,6,74,-3.20354
92,7,73,-3.20354
92,8,72,-3.20354
92,9,71,-3.20354
92,10,70,-3.20354
92,11,69,-3.20354
92,12,68,-3.20354
92,13,67,-3.20354
92,14,66,-3.20354
92,15,65,-3.20354
92,16,64,-3.20354
92,17,63,-3.20354
92,18,62,-3.20354
92,19,61,-3.20354
92,20,60,-3.20354
92,21,59,-3.20354
92,22,58,-3.20354
92,23,57,-3.20354
92,24,56,-3.20354
92,25,55,-3.20354
92,26,54,-3.20354
92,27,53,-3.20354
92,28,52,-3.20354
92,29,51,-3.20354
92,30,50,-3.20354
92,31,49,-3.20354
92,32,48,-3.20354
92,33,47,-3.20354
92,34,46,-3.20354
92,35,45,-3.20354
92,36,44,-3.20354
92,37,43,-3.20354
92,38,42,-3.20354
92,39,41,-3.20354
92,40,40,-3.20354
92,41,39,-3.20354
92,42,38,-3.20354
92,43,37,-3.20354
92,44,36,-3.20354
92,45,35,-3.20354
92,46,34,-3.20354
92,47,33,-3.20354
92,48,32,-3.20354
92,49,31,-3.20354
92,50,30,-3.20354
92,51,29,-3.20354
92,52,28,-3.20354
92,53,27,-3.20354
92,54,26,-3.20354
92,55,25,-3.20354
92,56,24,-3.20354
92,57,23,-3.20354
92,58,22,-3.20354
92,59,21,-3.20354
92,60,20,-3.20354
92,61,19,-3.20354
92,62,18,-3.20354
92,63,17,-3.20354
92,64,16,-3.20354
92,65,15,-3.20354
92,66,14,-3.20354
92,67,13,-3.20354
92,68,12,-3.20354
92,69,11,-3.20354
92,70,10,-3.20354
92,71,9,-3.20354
92,72,8,-3.20354
92,73,7,-3.20354
92,74,6,-3.20354
92,75,5,-3.20354
92,76,4,-3.20354
92,77,3,-3.20354
92,78,2,-3.20354
92,79,1,-3.20354
92,1,80,-2.96579
92,2,79,-2.96579
92,3,78,-2.96579
92,4,77,-2.96579
92,5,76,-2.96579
92,6,75,-2.96579
92,7,74,-2.96579
92,8,73,-2.96579
92,9,72,-2.96579
92,10,71,-2.96579
92,11,70,-2.96579
92,12,69,-2.96579
92,13,68,-2.96579
92,14,67,-2.96579
92,15,66,-2.96579
92,16,65,-2.96579
92,17,64,-2.96579
92,18,63,-2.96579
92,19,62,-2.96579
92,20,61,-2.96579
92,21,60,-2.96579
92,22,59,-2.96579
92,23,58,-2.96579
92,24,57,-2.96579
92,25,56,-2.96579
92,26,55,-2.96579
92,27,54,-2.96579
92,28,53,-2.96579
92,29,52,-2.96579
92,30,51,-2.96579
92,31,50,-2.96579
92,32,49,-2.96579
92,33,48,-2.96579
92,34,47,-2.96579
92,35,46,-2.96579
92,36,45,-2.96579
92,37,44,-2.96579
92,38,43,-2.96579
92,39,42,-2.96579
92,40,41,-2.96579
92,41,40,-2.96579
92,42,39,-2.96579
92,43,38,-2.96579
92,44,37,-2.96579
92,45,36,-2.96579
92,46,35,-2.96579
92,47,34,-2.96579
92,48,33,-2.96579
92,49,32,-2.96579
92,50,31,-2.96579
92,51,30,-2.96579
92,52,29,-2.96579
92,53,28,-2.96579
92,54,27,-2.96579
92,55,26,-2.96579
92,56,25,-2.96579
92,57,24,-2.96579
92,58,23,-2.96579
92,59,22,-2.96579
92,60,21,-2.96579
92,61,20,-2.96579
92,62,19,-2.96579
92,63,18,-2.96579
92,64,17,-2.96579
92,65,16,-2.96579
92,66,15,-2.96579
92,67,14,-2.96579
92,68,13,-2.96579
92,69,12,-2.96579
92,70,11,-2.96579
92,71,10,-2.96579
92,72,9,-2.96579
92,73,8,-2.96579
92,74,7,-2.96579
92,75,6,-2.96579
92,76,5,-2.96579
92,77,4,-2.96579
92,78,3,-2.96579
92,79,2,-2.96579
92,80,1,-2.96579
92,1,81,-2.72952
92,2,80,-2.72952
92,3,79,-2.72952
92,4,78,-2.72952
92,5,77,-2.72952
92,6,76,-2.72952
92,7,75,-2.72952
92,8,74,-2.72952
92,9,73,-2.72952
92,10,72,-2.72952
92,11,71,-2.72952
92,12,70,-2.72952
92,13,69,-2.72952
92,14,68,-2.72952
92,15,67,-2.72952
92,16,66,-2.72952
92,17,65,-2.72952
92,18,64,-2.72952
92,19,63,-2.72952
92,20,62,-2.72952
92,21,61,-2.72952
92,22,60,-2.72952
92,23,59,-2.72952
92,24,58,-2.72952
92,25,57,-2.72952
92,26,56,-2.72952
92,27,55,-2.72952
92,28,54,-2.72952
92,29,53,-2.72952
92,30,52,-2.72952
92,31,51,-2.72952
92,32,50,-2.72952
92,33,49,-2.72952
92,34,48,-2.72952
92,35,47,-2.72952
92,36,46,-2.72952
92,37,45,-2.72952
92,38,44,-2.72952
92,39,43,-2.72952
92,40,42,-2.72952
92,41,41,-2.72952
92,42,40,-2.72952
92,43,39,-2.72952
92,44,38,-2.72952
92,45,37,-2.72952
92,46,36,-2.72952
92,47,35,-2.72952
92,48,34,-2.72952
92,49,33,-2.72952
92,50,32,-2.72952
92,51,31,-2.72952
92,52,30,-2.72952
92,53,29,-2.72952
92,54,28,-2.72952
92,55,27,-2.72952
92,56,26,-2.72952
92,57,25,-2.72952
92,58,24,-2.72952
92,59,23,-2.72952
92,60,22,-2.72952
92,61,21,-2.72952
92,62,20,-2.72952
92,63,19,-2.72952
92,64,18,-2.72952
92,65,17,-2.72952
92,66,16,-2.72952
92,67,15,-2.72952
92,68,14,-2.72952
92,69,13,-2.72952
92,70,12,-2.72952
92,71,11,-2.72952
92,72,10,-2.72952
92,73,9,-2.72952
92,74,8,-2.72952
92,75,7,-2.72952
92,76,6,-2.72952
92,77,5,-2.72952
92,78,4,-2.72952
92,79,3,-2.72952
92,80,2,-2.72952
92,81,1,-2.72952
92,1,82,-2.49469
92,2,81,-2.49469
92,3,80,-2.49469
92,4,79,-2.49469
92,5,78,-2.49469
92,6,77,-2.49469
92,7,76,-2.49469
92,8,75,-2.49469
92,9,74,-2.49469
92,10,73,-2.49469
92,11,72,-2.49469
92,12,71,-2.49469
92,13,70,-2.49469
92,14,69,-2.49469
92,15,68,-2.49469
92,16,67,-2.49469
92,17,66,-2.49469
92,18,65,-2.49469
92,19,64,-2.49469
92,20,63,-2.49469
92,21,62,-2.49469
92,22,61,-2.49469
92,23,60,-2.49469
92,24,59,-2.49469
92,25,58,-2.49469
92,26,57,-2.49469
92,27,56,-2.49469
92,28,55,-2.49469
92,29,54,-2.49469
92,30,53,-2.49469
92,31,52,-2.49469
92,32,51,-2.49469
92,33,50,-2.49469
92,34,49,-2.49469
92,35,48,-2.49469
92,36,47,-2.49469
92,37,46,-2.49469
92,38,45,-2.49469
92,39,44,-2.49469
92,40,43,-2.49469
92,41,42,-2.49469
92,42,41,-2.49469
92,43,40,-2.49469
92,44,39,-2.49469
92,45,38,-2.49469
92,46,37,-2.49469
92,47,36,-2.49469
92,48,35,-2.49469
92,49,34,-2.49469
92,50,33,-2.49469
92,51,32,-2.49469
92,52,31,-2.49469
92,53,30,-2.49469
92,54,29,-2.49469
92,55,28,-2.49469
92,56,27,-2.49469
92,57,26,-2.49469
92,58,25,-2.49469
92,59,24,-2.49469
92,60,23,-2.49469
92,61,22,-2.49469
92,62,21,-2.49469
92,63,20,-2.49469
92,64,19,-2.49469
92,65,18,-2.49469
92,66,17,-2.49469
92,67,16,-2.49469
92,68,15,-2.49469
92,69,14,-2.49469
92,70,13,-2.49469
92,71,12,-2.49469
92,72,11,-2.49469
92,73,10,-2.49469
92,74,9,-2.49469
92,75,8,-2.49469
92,76,7,-2.49469
92,77,6,-2.49469
92,78,5,-2.49469
92,79,4,-2.49469
92,80,3,-2.49469
92,81,2,-2.49469
92,82,1,-2.49469
92,1,83,-2.26128
92,2,82,-2.26128
92,3,81,-2.26128
92,4,80,-2.26128
92,5,79,-2.26128
92,6,78,-2.26128
92,7,77,-2.26128
92,8,76,-2.26128
92,9,75,-2.26128
92,10,74,-2.26128
92,11,73,-2.26128
92,12,72,-2.26128
92,13,71,-2.26128
92,14,70,-2.26128
92,15,69,-2.26128
92,16,68,-2.26128
92,17,67,-2.26128
92,18,66,-2.26128
92,19,65,-2.26128
92,20,64,-2.26128
92,21,63,-2.26128
92,22,62,-2.26128
92,23,61,-2.26128
92,24,60,-2.26128
92,25,59,-2.26128
92,26,58,-2.26128
92,27,57,-2.26128
92,28,56,-2.26128
92,29,55,-2.26128
92,30,54,-2.26128
92,31,53,-2.26128
92,32,52,-2.26128
92,33,51,-2.26128
92,34,50,-2.26128
92,35,49,-2.26128
92,36,48,-2.26128
92,37,47,-2.26128
92,38,46,-2.26128
92,39,45,-2.26128
92,40,44,-2.26128
92,41,43,-2.26128
92,42,42,-2.26128
92,43,41,-2.26128
92,44,40,-2.26128
92,45,39,-2.26128
92,46,38,-2.26128
92,47,37,-2.26128
92,48,36,-2.26128
92,49,35,-2.26128
92,50,34,-2.26128
92,51,33,-2.26128
92,52,32,-2.26128
92,53,31,-2.26128
92,54,30,-2.26128
92,55,29,-2.26128
92,56,28,-2.26128
92,57,27,-2.26128
92,58,26,-2.26128
92,59,25,-2.26128
92,60,24,-2.26128
92,61,23,-2.26128
92,62,22,-2.26128
92,63,21,-2.26128
92,64,20,-2.26128
92,65,19,-2.26128
92,66,18,-2.26128
92,67,17,-2.26128
92,68,16,-2.26128
92,69,15,-2.26128
92,70,14,-2.26128
92,71,13,-2.26128
92,72,12,-2.26128
92,73,11,-2.26128
92,74,10,-2.26128
92,75,9,-2.26128
92,76,8,-2.26128
92,77,7,-2.26128
92,78,6,-2.26128
92,79,5,-2.26128
92,80,4,-2.26128
92,81,3,-2.26128
92,82,2,-2.26128
92,83,1,-2.26128
92,1,84,-2.02927
92,2,83,-2.02927
92,3,82,-2.02927
92,4,81,-2.02927
92,5,80,-2.02927
92,6,79,-2.02927
92,7,78,-2.02927
92,8,77,-2.02927
92,9,76,-2.02927
92,10,75,-2.02927
92,11,74,-2.02927
92,12,73,-2.02927
92,13,72,-2.02927
92,14,71,-2.02927
92,15,70,-2.02927
92,16,69,-2.02927
92,17,68,-2.02927
92,18,67,-2.02927
92,19,66,-2.02927
92,20,65,-2.02927
92,21,64,-2.02927
92,22,63,-2.02927
92,23,62,-2.02927
92,24,61,-2.02927
92,25,60,-2.02927
92,26,59,-2.02927
92,27,58,-2.02927
92,28,57,-2.02927
92,29,56,-2.02927
92,30,55,-2.02927
92,31,54,-2.02927
92,32,53,-2.02927
92,33,52,-2.02927
92,34,51,-2.02927
92,35,50,-2.02927
92,36,49,-2.02927
92,37,48,-2.02927
92,38,47,-2.02927
92,39,46,-2.02927
92,40,45,-2.02927
92,41,44,-2.02927
92,42,43,-2.02927
92,43,42,-2.02927
92,44,41,-2.02927
92,45,40,-2.02927
92,46,39,-2.02927
92,47,38,-2.02927
92,48,37,-2.02927
92,49,36,-2.02927
92,50,35,-2.02927
92,51,34,-2.02927
92,52,33,-2.02927
92,53,32,-2.02927
92,54,31,-2.02927
92,55,30,-2.02927
92,56,29,-2.02927
92,57,28,-2.02927
92,58,27,-2.02927
92,59,26,-2.02927
92,60,25,-2.02927
92,61,24,-2.02927
92,62,23,-2.02927
92,63,22,-2.02927
92,64,21,-2.02927
92,65,20,-2.02927
92,66,19,-2.02927
92,67,18,-2.02927
92,68,17,-2.02927
92,69,16,-2.02927
92,70,15,-2.02927
92,71,14,-2.02927
92,72,13,-2.02927
92,73,12,-2.02927
92,74,11,-2.02927
92,75,10,-2.02927
92,76,9,-2.02927
92,77,8,-2.02927
92,78,7,-2.02927
92,79,6,-2.02927
92,80,5,-2.02927
92,81,4,-2.02927
92,82,3,-2.02927
92,83,2,-2.02927
92,84,1,-2.02927
92,1,85,-1.79862
92,2,84,-1.79862
92,3,83,-1.79862
92,4,82,-1.79862
92,5,81,-1.79862
92,6,80,-1.79862
92,7,79,-1.79862
92,8,78,-1.79862
92,9,77,-1.79862
92,10,76,-1.79862
92,11,75,-1.79862
92,12,74,-1.79862
92,13,73,-1.79862
92,14,72,-1.79862
92,15,71,-1.79862
92,16,70,-1.79862
92,17,69,-1.79862
92,18,68,-1.79862
92,19,67,-1.79862
92,20,66,-1.79862
92,21,65,-1.79862
92,22,64,-1.79862
92,23,63,-1.79862
92,24,62,-1.79862
92,25,61,-1.79862
92,26,60,-1.79862
92,27,59,-1.79862
92,28,58,-1.79862
92,29,57,-1.79862
92,30,56,-1.79862
92,31,55,-1.79862
92,32,54,-1.79862
92,33,53,-1.79862
92,34,52,-1.79862
92,35,51,-1.79862
92,36,50,-1.79862
92,37,49,-1.79862
92,38,48,-1.79862
92,39,47,-1.79862
92,40,46,-1.79862
92,41,45,-1.79862
92,42,44,-1.79862
92,43,43,-1.79862
92,44,42,-1.79862
92,45,41,-1.79862
92,46,40,-1.79862
92,47,39,-1.79862
92,48,38,-1.79862
92,49,37,-1.79862
92,50,36,-1.79862
92,51,35,-1.79862
92,52,34,-1.79862
92,53,33,-1.79862
92,54,32,-1.79862
92,55,31,-1.79862
92,56,30,-1.79862
92,57,29,-1.79862
92,58,28,-1.79862
92,59,27,-1.79862
92,60,26,-1.79862
92,61,25,-1.79862
92,62,24,-1.79862
92,63,23,-1.79862
92,64,22,-1.79862
92,65,21,-1.79862
92,66,20,-1.79862
92,67,19,-1.79862
92,68,18,-1.79862
92,69,17,-1.79862
92,70,16,-1.79862
92,71,15,-1.79862
92,72,14,-1.79862
92,73,13,-1.79862
92,74,12,-1.79862
92,75,11,-1.79862
92,76,10,-1.79862
92,77,9,-1.79862
92,78,8,-1.79862
92,79,7,-1.79862
92,80,6,-1.79862
92,81,5,-1.79862
92,82,4,-1.79862
92,83,3,-1.79862
92,84,2,-1.79862
92,85,1,-1.79862
92,1,86,-1.56932
92,2,85,-1.56932
92,3,84,-1.56932
92,4,83,-1.56932
92,5,82,-1.56932
92,6,81,-1.56932
92,7,80,-1.56932
92,8,79,-1.56932
92,9,78,-1.56932
92,10,77,-1.56932
92,11,76,-1.56932
92,12,75,-1.56932
92,13,74,-1.56932
92,14,73,-1.56932
92,15,72,-1.56932
92,16,71,-1.56932
92,17,70,-1.56932
92,18,69,-1.56932
92,19,68,-1.56932
92,20,67,-1.56932
92,21,66,-1.56932
92,22,65,-1.56932
92,23,64,-1.56932
92,24,63,-1.56932
92,25,62,-1.56932
92,26,61,-1.56932
92,27,60,-1.56932
92,28,59,-1.56932
92,29,58,-1.56932
92,30,57,-1.56932
92,31,56,-1.56932
92,32,55,-1.56932
92,33,54,-1.56932
92,34,53,-1.56932
92,35,52,-1.56932
92,36,51,-1.56932
92,37,50,-1.56932
92,38,49,-1.56932
92,39,48,-1.56932
92,40,47,-1.56932
92,41,46,-1.56932
92,42,45,-1.56932
92,43,44,-1.56932
92,44,43,-1.56932
92,45,42,-1.56932
92,46,41,-1.56932
92,47,40,-1.56932
92,48,39,-1.56932
92,49,38,-1.56932
92,50,37,-1.56932
92,51,36,-1.56932
92,52,35,-1.56932
92,53,34,-1.56932
92,54,33,-1.56932
92,55,32,-1.56932
92,56,31,-1.56932
92,57,30,-1.56932
92,58,29,-1.56932
92,59,28,-1.56932
92,60,27,-1.56932
92,61,26,-1.56932
92,62,25,-1.56932
92,63,24,-1.56932
92,64,23,-1.56932
92,65,22,-1.56932
92,66,21,-1.56932
92,67,20,-1.56932
92,68,19,-1.56932
92,69,18,-1.56932
92,70,17,-1.56932
92,71,16,-1.56932
92,72,15,-1.56932
92,73,14,-1.56932
92,74,13,-1.56932
92,75,12,-1.56932
92,76,11,-1.56932
92,77,10,-1.56932
92,78,9,-1.56932
92,79,8,-1.56932
